,id,price,region,city,population,percentage_under_30,possible_venues_in_the_city,large_corporations_in_the_city,avg_income_in_the_city,sights_in_the_city,room_type,accommodates,bathrooms_shared,bathrooms_num,bedrooms,beds,public_transport_stops_near_the_apartment,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,amenities_wifi,amenities_kitchen,amenities_essentials,amenities_heating,amenities_washer,amenities_long_term_stays_allowed,amenities_hair_dryer,amenities_hangers,amenities_dedicated_workspace,amenities_hot_water,amenities_iron,amenities_smoke_alarm,amenities_shampoo,amenities_dishes_and_silverware,amenities_cooking_basics,amenities_refrigerator,amenities_bed_linens,amenities_stove,amenities_coffee_maker,amenities_tv,amenities_oven,amenities_free_street_parking,amenities_dishwasher,amenities_elevator,amenities_host_greets_you,amenities_first_aid_kit,amenities_microwave,amenities_extra_pillows_and_blankets,amenities_patio_or_balcony,amenities_private_entrance,amenities_fire_extinguisher,amenities_luggage_dropoff_allowed,amenities_carbon_monoxide_alarm,amenities_lock_on_bedroom_door,amenities_dryer,amenities_cable_tv,amenities_tv_with_standard_cable,amenities_bathtub,amenities_free_parking_on_premises,amenities_shower_gel,amenities_baking_sheet,amenities_room-darkening_shades,amenities_single_level_home,amenities_hot_water_kettle,amenities_freezer,amenities_backyard,amenities_paid_parking_off_premises,amenities_cleaning_products,amenities_dining_table,amenities_wine_glasses
6948,21216352,24,The Vale of Arryn,Ironoaks,101791,0.19,0,4,6070,5,Private room,1,1,1.0,1.0,1.0,4,5.0,5.0,4.89,4.89,4.89,5.0,4.89,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6950,21221665,32,The Vale of Arryn,Gull Town,196152,0.36,3,4,3841,19,Private room,1,1,1.0,1.0,1.0,0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6951,21221992,40,The Vale of Arryn,The Eyrie,119939,0.22,8,2,4052,10,Private room,2,1,1.0,1.0,1.0,3,4.85,4.96,4.35,5.0,5.0,4.88,4.81,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6952,21237569,50,The Vale of Arryn,Longbow Hall,166259,0.28,7,2,4196,12,Entire home/apt,2,0,1.0,1.0,2.0,2,4.87,4.93,4.8,4.93,5.0,4.4,4.8,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6953,21249036,35,The Vale of Arryn,Gull Town,196152,0.36,3,4,3841,19,Private room,2,1,1.0,1.0,1.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6954,21270313,23,The Vale of Arryn,Ironoaks,101791,0.19,0,4,6070,5,Private room,2,1,1.0,1.0,1.0,3,4.67,4.67,4.33,4.83,5.0,4.83,4.67,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6955,21286490,22,The Vale of Arryn,Longbow Hall,166259,0.28,7,2,4196,12,Private room,2,1,1.0,1.0,1.0,4,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6956,21299245,95,The Vale of Arryn,Longbow Hall,166259,0.28,7,2,4196,12,Entire home/apt,3,0,1.0,1.0,1.0,3,4.86,4.86,4.86,5.0,5.0,5.0,4.79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6957,21323778,53,The Vale of Arryn,Runestone,188827,0.24,8,4,7647,15,Private room,2,1,1.0,1.0,1.0,1,4.87,4.87,4.92,4.95,4.95,4.9,4.77,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6958,21326040,78,The Vale of Arryn,Longbow Hall,166259,0.28,7,2,4196,12,Entire home/apt,2,0,1.0,1.0,1.0,1,4.91,5.0,4.82,5.0,5.0,4.95,4.77,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6959,21350965,99,The Vale of Arryn,Runestone,188827,0.24,8,4,7647,15,Entire home/apt,3,0,1.0,1.0,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
6960,21386363,13,The Vale of Arryn,Runestone,188827,0.24,8,4,7647,15,Private room,1,0,1.0,1.0,1.0,4,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6961,21391595,80,The Vale of Arryn,Ironoaks,101791,0.19,0,4,6070,5,Entire home/apt,3,0,1.0,1.0,0.0,2,4.75,4.58,4.67,4.83,5.0,4.67,4.5,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6963,21396632,30,The Vale of Arryn,Gull Town,196152,0.36,3,4,3841,19,Private room,3,1,1.0,1.0,2.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6967,21437056,31,The Vale of Arryn,Ironoaks,101791,0.19,0,4,6070,5,Private room,2,1,1.5,1.0,1.0,5,4.0,4.0,3.0,5.0,5.0,5.0,3.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6969,21467449,40,The Vale of Arryn,Runestone,188827,0.24,8,4,7647,15,Private room,2,1,1.0,2.0,1.0,0,4.67,4.5,4.83,4.83,5.0,4.67,4.83,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6970,21470337,43,The Vale of Arryn,Ironoaks,101791,0.19,0,4,6070,5,Private room,4,1,1.0,1.0,2.0,5,4.86,4.96,4.67,4.9,4.94,4.86,4.65,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6971,21508300,22,The Vale of Arryn,Runestone,188827,0.24,8,4,7647,15,Private room,2,1,1.0,1.0,1.0,3,5.0,5.0,5.0,4.8,4.8,5.0,5.0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6972,21510987,60,The Vale of Arryn,Runestone,188827,0.24,8,4,7647,15,Entire home/apt,2,0,1.0,1.0,1.0,0,4.86,4.89,4.89,4.95,4.91,4.89,4.7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6973,21513558,60,The Vale of Arryn,The Eyrie,119939,0.22,8,2,4052,10,Private room,4,1,1.0,1.0,2.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6975,21572101,45,The Vale of Arryn,The Eyrie,119939,0.22,8,2,4052,10,Private room,2,1,1.5,1.0,2.0,0,4.69,4.77,4.62,4.92,5.0,4.85,4.54,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6978,21625857,39,The Vale of Arryn,Ironoaks,101791,0.19,0,4,6070,5,Entire home/apt,2,0,1.0,1.0,1.0,4,4.5,4.73,4.41,4.82,4.91,4.91,4.27,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6979,21662575,27,The Vale of Arryn,Gull Town,196152,0.36,3,4,3841,19,Private room,2,1,1.0,1.0,1.0,1,4.0,5.0,4.0,4.0,5.0,2.0,4.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6981,21706428,50,The Vale of Arryn,Runestone,188827,0.24,8,4,7647,15,Private room,2,1,1.5,1.0,1.0,0,5.0,4.67,4.67,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6983,21742670,39,The Vale of Arryn,Gull Town,196152,0.36,3,4,3841,19,Entire home/apt,2,0,1.0,1.0,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6986,21832981,65,The Vale of Arryn,The Eyrie,119939,0.22,8,2,4052,10,Entire home/apt,3,0,1.0,2.0,2.0,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6989,21906202,45,The Vale of Arryn,The Eyrie,119939,0.22,8,2,4052,10,Entire home/apt,2,0,1.0,2.0,2.0,4,4.63,4.8,4.65,4.83,4.78,4.78,4.48,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
6992,22021456,60,The Vale of Arryn,Longbow Hall,166259,0.28,7,2,4196,12,Private room,2,1,1.0,1.0,1.0,4,5.0,5.0,4.86,4.71,5.0,4.71,4.86,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6994,22059134,28,The Vale of Arryn,Longbow Hall,166259,0.28,7,2,4196,12,Private room,2,1,1.0,1.0,1.0,0,4.88,4.88,4.75,4.94,5.0,4.59,4.97,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6996,22061499,35,The Vale of Arryn,Longbow Hall,166259,0.28,7,2,4196,12,Private room,2,1,1.0,1.0,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6997,22078780,25,The Vale of Arryn,Longbow Hall,166259,0.28,7,2,4196,12,Private room,1,1,1.0,1.0,1.0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6998,22091594,25,The Vale of Arryn,Gull Town,196152,0.36,3,4,3841,19,Private room,2,1,1.0,1.0,1.0,0,4.93,5.0,4.86,5.0,4.86,4.71,4.86,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6999,22092695,24,The Vale of Arryn,Runestone,188827,0.24,8,4,7647,15,Private room,2,1,1.0,1.0,1.0,5,5.0,4.75,4.75,5.0,5.0,4.75,4.75,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,22096336,70,The Vale of Arryn,Ironoaks,101791,0.19,0,4,6070,5,Entire home/apt,2,0,1.0,1.0,1.0,0,5.0,5.0,4.75,5.0,5.0,4.75,5.0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7002,22100349,73,The Vale of Arryn,Gull Town,196152,0.36,3,4,3841,19,Entire home/apt,4,0,1.0,2.0,2.0,4,5.0,5.0,5.0,5.0,5.0,4.5,5.0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7004,22119769,40,The Vale of Arryn,Runestone,188827,0.24,8,4,7647,15,Private room,2,1,1.0,2.0,1.0,2,4.25,4.5,3.92,4.67,4.5,4.5,4.42,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7005,22145177,20,The Vale of Arryn,Ironoaks,101791,0.19,0,4,6070,5,Private room,2,1,1.0,1.0,3.0,0,4.33,4.17,4.17,4.5,4.5,4.0,4.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7006,22168889,80,The Vale of Arryn,Runestone,188827,0.24,8,4,7647,15,Private room,2,0,1.0,1.0,1.0,4,4.96,4.96,4.96,4.93,4.96,4.82,4.86,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1
7007,22169921,85,The Vale of Arryn,Ironoaks,101791,0.19,0,4,6070,5,Entire home/apt,4,0,1.0,1.0,2.0,1,4.91,4.91,4.64,5.0,4.91,4.91,4.91,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7009,22183327,50,The Vale of Arryn,Longbow Hall,166259,0.28,7,2,4196,12,Entire home/apt,4,0,1.0,1.0,3.0,3,5.0,5.0,5.0,5.0,5.0,5.0,4.5,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7012,22221194,60,The Vale of Arryn,Ironoaks,101791,0.19,0,4,6070,5,Entire home/apt,3,0,1.0,1.0,1.0,2,4.84,4.94,4.55,4.97,5.0,4.74,4.68,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7018,22318111,26,The Vale of Arryn,Runestone,188827,0.24,8,4,7647,15,Private room,2,1,1.0,1.0,1.0,1,2.0,4.0,1.0,4.0,4.0,4.0,2.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020,22349956,75,The Vale of Arryn,Ironoaks,101791,0.19,0,4,6070,5,Entire home/apt,3,0,1.0,1.0,2.0,3,5.0,5.0,5.0,5.0,4.93,5.0,4.71,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7021,22350244,45,The Vale of Arryn,Runestone,188827,0.24,8,4,7647,15,Private room,2,1,1.0,1.0,1.0,1,5.0,5.0,4.67,5.0,5.0,5.0,4.67,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7023,22367989,35,The Vale of Arryn,Longbow Hall,166259,0.28,7,2,4196,12,Private room,2,0,1.0,1.0,1.0,3,4.8,5.0,4.0,4.4,4.8,5.0,4.6,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7027,22666697,25,The Vale of Arryn,The Eyrie,119939,0.22,8,2,4052,10,Private room,1,1,1.0,1.0,1.0,0,4.5,4.5,4.5,5.0,5.0,5.0,5.0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7028,22674546,50,The Vale of Arryn,Gull Town,196152,0.36,3,4,3841,19,Entire home/apt,2,0,1.0,1.0,2.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7029,22682216,46,The Vale of Arryn,Ironoaks,101791,0.19,0,4,6070,5,Private room,2,1,1.0,1.0,1.0,3,4.93,4.98,5.0,4.95,4.95,4.9,4.8,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7030,22698174,80,The Vale of Arryn,Gull Town,196152,0.36,3,4,3841,19,Private room,3,1,1.0,3.0,3.0,4,4.73,4.78,4.46,4.87,4.91,4.66,4.68,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7032,22741842,59,The Vale of Arryn,The Eyrie,119939,0.22,8,2,4052,10,Private room,3,1,1.0,1.0,1.0,0,5.0,5.0,4.5,5.0,5.0,5.0,5.0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7035,22830938,45,The Vale of Arryn,Runestone,188827,0.24,8,4,7647,15,Private room,2,1,1.0,1.0,1.0,4,4.88,5.0,4.75,5.0,5.0,5.0,4.75,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7036,22841221,45,The Vale of Arryn,The Eyrie,119939,0.22,8,2,4052,10,Private room,2,1,1.0,1.0,1.0,2,5.0,5.0,5.0,5.0,5.0,4.75,4.75,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7038,22876753,40,The Vale of Arryn,Gull Town,196152,0.36,3,4,3841,19,Private room,2,1,1.0,1.0,1.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7039,22893374,60,The Vale of Arryn,Longbow Hall,166259,0.28,7,2,4196,12,Entire home/apt,2,0,1.0,1.0,1.0,5,5.0,5.0,4.67,4.72,4.94,4.89,4.78,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7040,22904417,51,The Vale of Arryn,Gull Town,196152,0.36,3,4,3841,19,Entire home/apt,3,0,1.0,1.0,2.0,4,4.5,5.0,4.5,5.0,5.0,5.0,5.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7041,22924359,31,The Vale of Arryn,Ironoaks,101791,0.19,0,4,6070,5,Private room,2,1,1.0,1.0,2.0,0,5.0,5.0,4.67,4.89,5.0,4.78,5.0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7042,22991056,60,The Vale of Arryn,Longbow Hall,166259,0.28,7,2,4196,12,Entire home/apt,5,0,1.0,2.0,3.0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7043,23053186,70,The Vale of Arryn,The Eyrie,119939,0.22,8,2,4052,10,Private room,2,1,1.0,1.0,1.0,5,2.0,4.0,5.0,5.0,4.0,4.0,3.0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7044,23057294,35,The Vale of Arryn,The Eyrie,119939,0.22,8,2,4052,10,Private room,2,1,1.0,1.0,1.0,5,4.91,4.95,4.91,4.91,4.91,4.68,4.73,1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7045,23098213,25,The Vale of Arryn,Runestone,188827,0.24,8,4,7647,15,Private room,2,1,1.0,1.0,1.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7047,23102831,56,The Vale of Arryn,Runestone,188827,0.24,8,4,7647,15,Private room,2,0,1.0,1.0,1.0,1,4.72,4.78,4.17,4.78,4.44,4.83,4.89,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7048,23124149,25,The Vale of Arryn,Ironoaks,101791,0.19,0,4,6070,5,Private room,2,1,1.0,1.0,1.0,3,4.67,4.83,4.33,5.0,5.0,4.83,4.83,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7049,23126159,50,The Vale of Arryn,Gull Town,196152,0.36,3,4,3841,19,Private room,5,0,1.0,1.0,3.0,5,4.84,4.89,4.53,4.89,4.89,4.84,4.79,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7052,23180498,35,The Vale of Arryn,Longbow Hall,166259,0.28,7,2,4196,12,Private room,2,1,1.5,1.0,1.0,4,4.33,5.0,3.67,5.0,5.0,4.33,4.0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7055,23231880,38,The Vale of Arryn,Ironoaks,101791,0.19,0,4,6070,5,Private room,2,1,1.0,1.0,0.0,1,4.93,5.0,4.87,4.73,5.0,4.8,4.87,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7057,23241610,166,The Vale of Arryn,Runestone,188827,0.24,8,4,7647,15,Entire home/apt,4,0,1.0,2.0,2.0,5,4.89,4.74,4.74,4.68,4.79,4.53,4.63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7058,23244843,22,The Vale of Arryn,Ironoaks,101791,0.19,0,4,6070,5,Private room,2,1,1.0,1.0,1.0,4,4.33,4.33,3.67,4.83,4.67,4.33,4.33,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7060,23263156,20,The Vale of Arryn,Gull Town,196152,0.36,3,4,3841,19,Private room,2,1,1.0,1.0,1.0,0,4.67,4.67,4.0,4.83,4.83,5.0,4.83,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
